accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	air_temp_regm	altitude	ances_data	antibiotic_regm	biol_stat	biotic_regm	chem_administration	chem_mutagen	climate_environment	collection_method	cult_root_med	depth	elev	fertilizer_regm	fungicide_regm	gaseous_environment	genetic_mod	gravity	growth_facil	growth_habit	growth_hormone_regm	herbicide_regm	host_age	host_common_name	host_disease	host_dry_mass	host_genotype	host_height	host_length	host_life_stage	host_phenotype	host_subspecf_genlin	host_symbiont	host_taxid	host_tot_mass	host_wet_mass	humidity_regm	isolation_source	light_regm	mechanical_damage	mineral_nutr_regm	misc_param	neg_cont_type	non_mineral_nutr_regm	omics_observ_id	organism_count	oxy_stat_samp	perturbation	pesticide_regm	ph_regm	plant_growth_med	plant_product	plant_sex	plant_struc	pos_cont_type	radiation_regm	rainfall_regm	rel_to_oxygen	root_cond	root_med_carbon	root_med_macronutr	root_med_micronutr	root_med_ph	root_med_regl	root_med_solid	root_med_suppl	salt_regm	samp_capt_status	samp_collect_device	samp_dis_stage	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	samp_vol_we_dna_ext	season_environment	size_frac	source_material_id	standing_water_regm	temp	tiss_cult_growth_med	water_temp_regm	watering_regm	description	unique_id	drought	inoculum	fire_freq	species	filename_r1	filename_r2	wilting_scale	bud_number	leaf_number	leaf_length	height	nodule_num	shoot_dm	final_root_dm	seqtab_rows	inoculum_site	inoculum_burn_freq	mean_no3	mean_nh4	mean_p	mean_k	mean_so4_s	mean_b	mean_om	mean_ph	mean_ec	mean_zn	mean_mn	mean_cu	mean_fe	mean_ca	mean_mg	mean_na	mean_tkn	mean_c_n_ratio	mean_sand	mean_silt	mean_clay	other_frompreviouscolumn
SAMN39447364	Successfully loaded	F-R-024_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q024	D	3Burn_W5	3	GrandFir	F-R-024_S328_L001_R1_001.fastq.gz	F-R-024_S328_L001_R2_001.fastq.gz	1	7	48	4	7.9	NA	0.4483	0.829	F-R-024	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447365	Successfully loaded	F-R-025_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q025	D	0Burn_W1	0	GrandFir	F-R-025_S340_L001_R1_001.fastq.gz	F-R-025_S340_L001_R2_001.fastq.gz	1	6	49	2.2	6.5	NA	0.2379	0.3956	F-R-025	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447366	Successfully loaded	F-R-026_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q026	D	1Burn_W3	1	GrandFir	F-R-026_S352_L001_R1_001.fastq.gz	F-R-026_S352_L001_R2_001.fastq.gz	1	8	28	1.4	5.7	NA	0.1566	0.2113	F-R-026	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447367	Successfully loaded	F-R-027_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q027	ND	0Burn_W1	0	GrandFir	F-R-027_S364_L001_R1_001.fastq.gz	F-R-027_S364_L001_R2_001.fastq.gz	1	5	69	2.5	6.5	NA	0.3529	0.7022	F-R-027	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447368	Successfully loaded	F-R-028_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q028	ND	1Burn_W3	1	Snowbrush	F-R-028_S278_L001_R1_001.fastq.gz	F-R-028_S278_L001_R2_001.fastq.gz	3	0	15	1.8	3.5	0	0.4076	0.7482	F-R-028	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447369	Successfully loaded	F-R-043_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q043	ND	1Burn_W3	1	GrandFir	F-R-043_S376_L001_R1_001.fastq.gz	F-R-043_S376_L001_R2_001.fastq.gz	1	4	41	1.8	4.5	NA	0.1412	0.1743	F-R-043	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447370	Successfully loaded	F-R-057_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q057	ND	1Burn_W4	1	Snowbrush	F-R-057_S207_L001_R1_001.fastq.gz	F-R-057_S207_L001_R2_001.fastq.gz	1	0	22	3	6.5	0	0.5399	0.9358	F-R-057	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447371	Successfully loaded	F-R-058_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q058	D	3Burn_W6	3	GrandFir	F-R-058_S293_L001_R1_001.fastq.gz	F-R-058_S293_L001_R2_001.fastq.gz	1	4	52	1.7	6.4	NA	0.2137	0.3377	F-R-058	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447372	Successfully loaded	F-R-059_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q059	ND	1Burn_W4	1	GrandFir	F-R-059_S305_L001_R1_001.fastq.gz	F-R-059_S305_L001_R2_001.fastq.gz	1	7	46	2.5	7.9	NA	0.34	0.838	F-R-059	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447373	Successfully loaded	F-R-060_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q060	ND	Sterile	NA	GrandFir	F-R-060_S317_L001_R1_001.fastq.gz	F-R-060_S317_L001_R2_001.fastq.gz	1	3	54	1.5	6.5	NA	0.1755	0.1646	F-R-060	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447374	Successfully loaded	F-R-061_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q061	ND	0Burn_W2	0	GrandFir	F-R-061_S329_L001_R1_001.fastq.gz	F-R-061_S329_L001_R2_001.fastq.gz	1	6	35	2.2	6.4	NA	0.2627	0.7386	F-R-061	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447375	Successfully loaded	F-R-062_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q062	ND	3Burn_W6	3	Snowbrush	F-R-062_S219_L001_R1_001.fastq.gz	F-R-062_S219_L001_R2_001.fastq.gz	1	0	32	4.2	6.3	198	1.8504	2.2624	F-R-062	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447376	Successfully loaded	F-R-063_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q063	ND	3Burn_W6	3	GrandFir	F-R-063_S341_L001_R1_001.fastq.gz	F-R-063_S341_L001_R2_001.fastq.gz	1	5	46	2.1	4.1	NA	0.1622	0.3943	F-R-063	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447377	Successfully loaded	F-R-064_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q064	D	0Burn_W2	0	GrandFir	F-R-064_S353_L001_R1_001.fastq.gz	F-R-064_S353_L001_R2_001.fastq.gz	2	5	55	2.2	6.5	NA	0.2704	0.6444	F-R-064	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447378	Successfully loaded	F-R-065_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q065	ND	Sterile	NA	Snowbrush	F-R-065_S231_L001_R1_001.fastq.gz	F-R-065_S231_L001_R2_001.fastq.gz	1	0	30	3	5.4	0	0.5346	0.6725	F-R-065	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447379	Successfully loaded	F-R-066_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q066	ND	3Burn_W5	3	GrandFir	F-R-066_S365_L001_R1_001.fastq.gz	F-R-066_S365_L001_R2_001.fastq.gz	1	7	45	2.2	7.4	NA	0.3042	0.7542	F-R-066	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447380	Successfully loaded	F-R-067_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q067	ND	0Burn_W2	0	Snowbrush	F-R-067_S243_L001_R1_001.fastq.gz	F-R-067_S243_L001_R2_001.fastq.gz	1	0	30	3	5.8	0	0.6167	1.5528	F-R-067	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447381	Successfully loaded	F-R-068_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q068	D	3Burn_W6	3	Snowbrush	F-R-068_S255_L001_R1_001.fastq.gz	F-R-068_S255_L001_R2_001.fastq.gz	6	0	16	2.1	5.4	29	0.404	0.635	F-R-068	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447382	Successfully loaded	F-R-069_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q069	D	1Burn_W4	1	Snowbrush	F-R-069_S267_L001_R1_001.fastq.gz	F-R-069_S267_L001_R2_001.fastq.gz	6	0	25	2	5.6	0	0.304	0.5993	F-R-069	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447383	Successfully loaded	F-R-070_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q070	ND	1Burn_W3	1	Snowbrush	F-R-070_S279_L001_R1_001.fastq.gz	F-R-070_S279_L001_R2_001.fastq.gz	1	0	28	2.8	5	0	0.5647	0.851	F-R-070	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447384	Successfully loaded	F-R-071_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q071	ND	0Burn_W1	0	GrandFir	F-R-071_S377_L001_R1_001.fastq.gz	F-R-071_S377_L001_R2_001.fastq.gz	1	6	34	1.9	5.6	NA	0.1564	0.4984	F-R-071	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447385	Successfully loaded	F-R-072_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q072	D	3Burn_W5	3	Snowbrush	F-R-072_S196_L001_R1_001.fastq.gz	F-R-072_S196_L001_R2_001.fastq.gz	6	0	23	2.8	4	8	0.6463	1.1985	F-R-072	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447386	Successfully loaded	F-R-073_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q073	D	0Burn_W1	0	GrandFir	F-R-073_S294_L001_R1_001.fastq.gz	F-R-073_S294_L001_R2_001.fastq.gz	1	6	34	1.9	5.6	NA	0.115	0.2894	F-R-073	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447387	Successfully loaded	F-R-074_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q074	D	Sterile	NA	GrandFir	F-R-074_S306_L001_R1_001.fastq.gz	F-R-074_S306_L001_R2_001.fastq.gz	4	1	9	0.9	4.5	NA	0.0986	0.1795	F-R-074	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447388	Successfully loaded	F-R-075_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q075	D	1Burn_W4	1	GrandFir	F-R-075_S318_L001_R1_001.fastq.gz	F-R-075_S318_L001_R2_001.fastq.gz	1	5	63	2.7	7	NA	0.3323	0.6669	F-R-075	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447389	Successfully loaded	F-R-076_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q076	D	3Burn_W5	3	GrandFir	F-R-076_S330_L001_R1_001.fastq.gz	F-R-076_S330_L001_R2_001.fastq.gz	1	3	35	2.1	5.7	NA	0.1451	0.3965	F-R-076	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447390	Successfully loaded	F-R-077_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q077	D	1Burn_W3	1	GrandFir	F-R-077_S342_L001_R1_001.fastq.gz	F-R-077_S342_L001_R2_001.fastq.gz	1	2	24	1.1	5.4	NA	0.0706	0.1436	F-R-077	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447391	Successfully loaded	F-R-078_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q078	ND	0Burn_W1	0	Snowbrush	F-R-078_S208_L001_R1_001.fastq.gz	F-R-078_S208_L001_R2_001.fastq.gz	1	0	29	2.6	6.1	1	0.4599	0.6816	F-R-078	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447392	Successfully loaded	F-R-079_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q079	D	Sterile	NA	Snowbrush	F-R-079_S220_L001_R1_001.fastq.gz	F-R-079_S220_L001_R2_001.fastq.gz	6	0	14	3.1	4.8	0	0.2859	0.6166	F-R-079	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447393	Successfully loaded	F-R-080_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q080	D	1Burn_W3	1	Snowbrush	F-R-080_S232_L001_R1_001.fastq.gz	F-R-080_S232_L001_R2_001.fastq.gz	1	0	6	1.4	3.6	0	0.0846	0.1665	F-R-080	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447394	Successfully loaded	F-R-081_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q081	D	0Burn_W2	0	Snowbrush	F-R-081_S244_L001_R1_001.fastq.gz	F-R-081_S244_L001_R2_001.fastq.gz	6	0	16	2.1	4.4	0	0.2902	0.7278	F-R-081	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447395	Successfully loaded	F-R-082_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q082	ND	1Burn_W3	1	GrandFir	F-R-082_S354_L001_R1_001.fastq.gz	F-R-082_S354_L001_R2_001.fastq.gz	1	3	20	0.9	4.3	NA	0.0481	0.0673	F-R-082	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447396	Successfully loaded	F-R-083_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q083	ND	3Burn_W5	3	Snowbrush	F-R-083_S256_L001_R1_001.fastq.gz	F-R-083_S256_L001_R2_001.fastq.gz	1	0	27	2.7	6.1	46	0.642	1.012	F-R-083	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447397	Successfully loaded	F-R-084_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q084	D	0Burn_W1	0	Snowbrush	F-R-084_S268_L001_R1_001.fastq.gz	F-R-084_S268_L001_R2_001.fastq.gz	6	0	18	2	4.4	1	0.1962	0.3318	F-R-084	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447398	Successfully loaded	F-R-141_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q141	D	0Burn_W2	0	Snowbrush	F-R-141_S280_L001_R1_001.fastq.gz	F-R-141_S280_L001_R2_001.fastq.gz	6	0	24	2.6	4.7	2	0.534	0.794	F-R-141	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447399	Successfully loaded	F-R-142_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q142	D	Sterile	NA	Snowbrush	F-R-142_S197_L001_R1_001.fastq.gz	F-R-142_S197_L001_R2_001.fastq.gz	6	0	9	2	5	0	0.1799	0.207	F-R-142	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
